CustomerID,TotalSpend,TotalQuantity,Frequency
13668,6363.589999999984,3742,470
13669,218.55,237,9
13670,349.70000000000016,282,25
13672,186.39,57,6
13673,396.9199999999999,119,65
13675,486.82000000000005,330,25
13678,232.60000000000005,924,16
13680,3722.4200000000014,1936,195
13681,827.83,360,57
13682,59.5,10,3
13684,67.23000000000002,39,30
13685,3119.4400000000014,5056,39
13686,72,70,8
13689,910,512,6
13690,172.25,67,9
13692,1488.3200000000004,1226,53
13694,65039.620000000024,63312,568
13695,2504.1299999999987,1603,90
13697,151.3,177,12
13699,308.58,66,14
13700,2265.119999999999,2304,197
13703,99.5,10,1
13704,2308.0599999999986,1531,134
13705,711.8600000000001,363,28
13706,330.78999999999996,189,20
13707,806.4100000000004,351,48
13708,296.87999999999994,306,51
13709,6328.050000000004,3516,336
13710,180.48000000000002,176,8
13711,252.06000000000003,140,13
13712,228.83999999999997,352,10
13715,1079.3399999999997,563,105
13716,138.28,138,21
13717,1445.0100000000002,1959,102
13718,306.55,173,12
13719,1041.68,609,60
13720,799.8999999999999,501,43
13721,524.14,316,28
13722,2375.4100000000008,1401,85
13723,199.85000000000002,43,6
13725,1980.5600000000004,806,104
13726,1079.6600000000003,1054,42
13727,333.4800000000001,162,20
13728,1016.1399999999999,458,63
13730,752.5999999999998,488,43
13731,610.5899999999999,278,38
13732,491.86,498,33
13735,2885.2399999999975,1130,196
13736,731.8999999999999,497,191
13737,339.59999999999997,125,30
13739,216.9,54,3
13740,350.75,425,23
13741,668.43,218,34
13742,3131.020000000001,1124,321
13743,1341.5999999999997,1776,41
13744,1156.36,1249,72
13745,300.03999999999996,496,25
13747,79.6,8,1
13748,948.2499999999998,439,28
13750,1647.2599999999998,516,24
13751,296.24999999999994,152,9
13752,1186.2800000000002,876,76
13753,741.26,512,35
13754,282.6,214,12
13755,2161.3500000000013,1264,342
13756,5189.519999999995,3188,142
13758,3190.550000000001,1844,117
13759,659.41,287,25
13760,286.78999999999996,197,57
13761,1070.65,642,70
13762,306.72,272,7
13763,1714.9599999999998,728,15
13764,1521.7600000000002,932,208
13767,17220.360000000008,7322,368
13769,2796.5099999999993,1163,135
13771,2634.450000000001,1477,119
13772,1132.13,546,177
13774,344.99999999999994,192,22
13777,25977.15999999998,12897,197
13778,178.7,70,9
13780,360.01,318,57
13781,127.84000000000002,30,17
13782,911.9999999999992,371,115
13784,2462.7899999999995,2493,31
13786,230.4,136,7
13787,309.04,337,31
13790,348.79999999999995,748,45
13791,1516,1200,11
13792,195.54999999999995,92,13
13798,37153.84999999998,23948,349
13799,688.8600000000002,402,39
13800,558.3199999999997,331,33
13801,324.79999999999995,168,23
13802,4599.420000000001,2572,60
13803,277.07000000000005,121,17
13804,2635.7900000000004,1498,137
13805,924.5999999999999,1900,13
13806,256.38,56,10
13807,112.6,36,7
13808,1747.66,782,76
13809,155.05,29,12
13810,1499.01,312,35
13811,814.5,68,13
13812,538.9999999999999,333,36
13813,1366.8599999999994,552,69
13814,1579.1200000000001,864,57
13815,4027.3599999999983,2560,176
13816,571.6700000000001,269,28
13817,382.9799999999999,211,24
13819,1140.35,1109,36
13821,385.64,153,59
13822,632.0000000000001,611,96
13823,957.6600000000001,439,40
13824,1698.9399999999998,768,46
13826,189.5,82,10
13827,412.0499999999998,141,93
13828,209.49000000000004,311,15
13831,2202.99,745,74
13832,52.199999999999996,28,3
13833,384.7999999999999,118,29
13835,834.57,442,55
13837,271.24000000000007,183,19
13838,691.7299999999999,263,174
13841,85,100,1
13842,3385.619999999999,1768,206
13844,361.62,196,20
13845,312.98,182,9
13846,865.0600000000005,388,55
13848,1255,3700,5
13849,1537.95,1016,101
13850,1595.4799999999996,944,93
13851,2651.46,1705,81
13853,1090.14,312,23
13854,8109.5199999999995,2296,110
13856,388.5,494,14
13858,216.16999999999996,75,11
13859,201.16,129,28
13860,1245.9000000000003,591,76
13862,2209.360000000001,1688,139
13863,305.78000000000003,224,20
13865,501.56,204,30
13866,145.67,57,7
13867,1015.2900000000002,513,61
13868,3192.54,1964,33
13869,3104.9500000000035,1721,307
13870,2770.9400000000005,1325,115
13871,6403.250000000004,2806,336
13873,389.6,140,23
13874,540.45,180,18
13875,1786.7900000000004,1316,104
13876,122.69999999999999,36,7
13877,117.24000000000001,108,3
13878,1281.53,475,36
13880,3219.7700000000004,1842,165
13881,17159.519999999993,10118,178
13882,1191.1299999999999,953,65
13883,2674.479999999998,1436,142
13884,787.6000000000001,300,59
13885,506.8000000000001,182,28
13886,243.56000000000003,126,16
13887,349.54999999999995,147,19
13888,605.63,258,40
13889,416.9,146,15
13890,1883.8099999999995,831,110
13892,632.97,983,27
13893,821.1,190,21
13894,564.62,354,27
13895,2593.0699999999993,1365,118
13897,311.15999999999997,200,17
13898,155.93,133,12
13899,388.52000000000004,156,19
13900,740.9499999999997,430,43
13901,2867.2,1739,149
13904,332.63999999999993,332,26
13908,2369.5499999999984,1478,122
13911,2580.909999999999,2731,148
13914,626.4499999999999,380,33
13917,272.04,228,18
13918,1212.8400000000001,1140,30
13919,384.81,474,28
13922,172.24999999999997,93,7
13923,351.13000000000005,185,20
13924,1838.8500000000001,1575,117
13925,678.2499999999999,331,41
13926,223.85000000000002,104,11
13927,348.99,214,21
13928,464.56999999999994,129,27
13929,842.6500000000001,143,9
13930,337.3399999999999,274,17
13931,1237.5300000000002,725,58
13932,307.4,72,16
13933,608.78999999999985,205,23
13934,922.0999999999997,390,31
13936,376.58,330,26
13937,158.85,123,9
13938,71.66,70,7
13939,568.5499999999998,847,45
13940,839.1400000000002,516,49
13941,5112.96,2364,45
13946,561.57,443,11
13947,90.6,44,5
13948,101.99999999999999,40,3
13949,2427.3199999999974,2474,160
13950,745.0600000000001,323,35
13951,674.4499999999998,459,39
13952,3251.071,1431,137
13953,3515.6800000000003,2724,20
13954,439.92,150,25
13955,322.96,154,33
13956,1026.4200000000003,491,152
13959,598.1999999999999,357,92
13960,230.22,142,12
13962,169.55,87,11
13963,664.54,460,35
13967,80.7,42,2
13969,9053.940000000002,4542,626
13971,2758.26,1844,149
13972,190.25000000000009,187,15
13973,264.7,109,11
13974,413.59,249,28
13975,2526.2799999999993,1732,338
13976,357.9800000000001,154,10
13978,196.79,315,15
13979,869.8700000000001,639,54
13980,200.14000000000001,172,11
13982,1871.81,1136,111
13983,2603.43,1183,107
13984,920.5100000000001,679,16
13985,7060.130000000006,3445,349
13986,320.46000000000004,430,13
13988,4147.960000000001,3044,234
13989,1266.0799999999997,1313,41
13990,311.3,190,16
13991,855.9699999999999,998,84
13992,76.8,64,5
13993,3466.36,900,121
13994,2313.140000000001,940,155
13995,1393.6899999999996,879,86
13999,3901.8100000000036,2243,208
14000,635.6600000000001,710,15
14001,2043.08,962,39
14002,529.73,877,47
14004,4582.639999999999,2668,171
14005,2874.7200000000007,2478,84
14006,962.1899999999999,641,30
14009,695.6099999999999,365,42
14012,328.8,160,11
14013,473.02,462,34
14014,505.18000000000006,1076,39
14015,917.34,378,20
14016,4341.21,2125,161
14019,1421.6100000000004,1037,66
14020,642.8000000000001,441,39
14021,631.9000000000001,192,22
14022,440,487,28
14023,584.0699999999998,345,31
14024,327.7,150,16
14027,104.82000000000002,62,6
14029,467.65999999999997,198,15
14030,2360.0899999999997,1479,243
14031,17286.859999999997,5788,250
14032,2975.5900000000006,2032,143
14034,651.8200000000002,423,89
14035,1428.0200000000002,739,66
14036,626.6499999999999,268,38
14037,147.20000000000005,46,28
14038,1560.379999999999,965,92
14039,152.2,92,6
14040,3614.9199999999996,1554,235
14041,141.41,94,21
14044,652.8199999999993,308,209
14045,1659.75,535,6
14046,154.98999999999998,460,14
14047,1308.61,381,32
14048,409.9299999999999,288,85
14049,5681.719999999997,3870,488
14050,746.3600000000001,689,54
14051,15610.389999999989,3756,210
14052,225.35999999999993,89,56
14053,260.25,215,4
14054,92.46,62,6
14055,725.6400000000001,216,10
14056,8214.64999999998,4273,1106
14057,6217.960000000002,4876,284
14059,183.59999999999997,128,8
14060,6140.419999999998,5386,202
14062,10464.85,5593,111
14064,1353.7400000000002,1788,80
14066,152.55,45,7
14067,374.69999999999993,361,52
14068,265.85,73,24
14071,1438.820000000003,995,324
14073,151.04,130,13
14075,942.2599999999998,754,43
14076,122.46999999999997,81,46
14077,499.41999999999996,268,42
14078,1049.3700000000003,310,65
14079,375.09999999999997,301,12
14080,45.599999999999994,48,4
14081,934.5200000000001,596,153
14082,182.24999999999997,110,29
14083,1018.4299999999998,732,181
14085,4448.539999999997,3184,450
14087,194.42,251,69
14088,50491.81,12665,589
14089,161,134,14
14090,76.32000000000001,72,1
14092,4076.910000000003,2066,214
14093,442.8499999999999,406,105
14096,65164.78999999966,16352,5111
14098,147.34999999999997,104,21
14099,3104.1700000000005,2179,250
14100,194.9,64,26
14101,5976.79,6942,35
14102,1360.2800000000002,961,79
14104,216.20999999999998,72,21
14105,1266.2300000000002,800,74
14107,2703.23,1793,123
14108,597.9100000000001,381,34
14109,144.2,88,9
14110,5683.149999999999,2445,155
14111,692.85,458,10
14112,2915.1499999999974,1651,160
14113,1840.4200000000005,745,34
14114,386.53,101,15
14116,1382.7400000000002,707,72
14117,90,72,3
14121,2780.1499999999996,2082,159
14124,419.58000000000004,1618,5
14125,2740.4300000000017,1640,167
14126,706.1300000000001,508,15
14127,709.7099999999996,321,44
14128,637.5000000000001,564,46
14129,1123.86,592,52
14130,483.85999999999996,258,67
14132,3586.030000000001,3368,200
14133,605.6399999999999,348,28
14135,4690.31,3850,134
14138,982.3800000000005,610,47
14139,415.81999999999994,510,26
14140,935.0499999999996,811,66
14141,915.1300000000002,355,40
14142,311.81000000000006,313,22
14143,115.8,30,7
14145,3742.2,756,11
14146,4190.999999999999,2437,210
14147,483.4,108,5
14148,157.2,16,3
14149,446.62000000000006,218,28
14150,658.6400000000001,496,26
14152,621.2900000000002,711,49
14154,1345.6200000000003,465,52
14155,118.75,25,6
14156,117379.6299999998,57885,1400
14157,432.88000000000017,284,48
14158,507.66000000000014,781,41
14159,4693.00999999999,4408,1204
14161,1110.52,455,108
14162,289.36000000000007,142,25
14163,2445.9100000000008,893,52
14164,1631.7700000000002,1033,29
14165,122.53999999999999,54,25
14167,574.8399999999999,150,52
14171,363.78999999999996,167,58
14173,450.84000000000003,150,29
14174,134.46,94,26
14175,3222.3000000000006,1515,149
14176,576.9,209,31
14177,559.4100000000001,205,42
14178,1620.93,1505,327
14179,719.7799999999997,330,165
14180,4748.519999999998,719,240
14184,452.89,127,24
14185,197.65,6,3
14188,2054.3599999999997,1162,65
14189,4654.079999999998,3937,265
14191,4684.760000000001,3662,259
14193,853.3900000000001,445,42
14194,11349.519999999986,5840,579
14195,1011.9999999999998,760,7
14196,335.52,142,6
14198,701.3999999999999,290,39
14199,185.39999999999998,28,2
14201,747.4399999999999,590,37
14204,161.02999999999997,82,44
14205,466.70000000000005,204,24
14206,328.1599999999999,276,20
14208,151.73999999999998,114,10
14209,2073.4300000000003,691,87
14210,1905.8400000000001,760,102
14211,2241.1000000000004,1242,112
14212,1070.48,1152,9
14214,1004.3799999999997,751,67
14215,1789.7200000000005,1358,108
14216,1839.3,594,59
14217,2004.9800000000002,689,100
14218,169.48000000000002,160,12
14219,89.94,78,7
14220,632.4,272,21
14221,3432.7999999999993,2191,193
14222,683.17,607,41
14223,991.13,585,60
14224,1050.1200000000001,514,118
14226,2232.19,1308,67
14227,3350.9600000000014,1820,175
14229,1547.2,610,40
14231,925.71,409,50
14232,2048.0700000000006,1941,115
14233,1462.7200000000007,680,35
14234,775.4600000000004,963,159
14235,3144.8599999999997,1959,79
14236,490.86,310,15
14237,161.00000000000003,38,9
14238,146.85,111,8
14239,2380.8500000000017,993,112
14240,890.3400000000005,418,42
14241,213.70000000000002,146,10
14242,280.55,123,16
14243,2588.769999999999,1221,141
14245,1693.4499999999996,976,108
14246,1474.0600000000006,804,75
14247,136.77,47,20
14248,302.58,102,8
14250,1904.0500000000002,1200,111
14251,2879.7000000000003,1674,78
14256,969.06,414,53
14257,3099.72,1682,106
14258,12669.979999999996,7100,111
14259,120,68,5
14261,1163.4499999999998,406,52
14262,2618.230000000001,1645,143
14264,333.97,70,17
14265,530.18,330,31
14267,1516.2399999999998,530,55
14270,492.6499999999999,197,29
14271,112.32000000000002,88,10
14272,437.96000000000004,599,33
14273,559.9700000000001,264,29
14276,1119.7399999999998,744,64
14277,4216.200000000001,1984,225
14280,134.04,52,8
14282,3729.3400000000042,2668,156
14284,595.2500000000001,161,32
14285,1910.0100000000004,541,27
14286,4628.749999999998,4338,280
14287,176.63,261,9
14288,426.6,188,16
14289,911.2599999999999,292,47
14290,2314.6499999999996,915,101
14291,3883.249999999998,2749,237
14292,4871.9299999999985,1663,100
14293,1046.5599999999993,709,61
14295,166.2,84,5
14297,1305.3299999999997,865,62
14298,51527.299999999974,58343,1637
14299,3965.6199999999953,2149,143
14300,43.2,32,3
14301,640.14,606,13
14304,383.45000000000005,139,17
14305,1858.9599999999998,1089,105
14306,2093.3199999999997,1075,33
14307,2995.7200000000007,2058,180
14309,2352.530000000001,1633,117
14311,310.26,146,20
14312,1611.5899999999995,1012,87
14314,120,296,8
14315,2481.129999999999,1021,101
14317,508.58,255,24
14320,477.7900000000001,325,31
14321,1530.749999999999,2406,123
14323,605.0600000000002,350,36
14326,183.85,103,8
14327,311.65000000000003,139,12
14329,5014.840000000004,3095,259
14331,462.65999999999997,252,28
14332,866.3099999999998,481,26
14333,415.2,58,15
14334,2552.2100000000005,1731,162
14335,468.26,379,63
14336,1614.9100000000008,1759,90
14338,588.2199999999999,335,31
14339,309.52,168,14
14340,134.7,58,6
14341,2182.2799999999984,1403,129
14342,668.5600000000002,347,21
14344,889.9300000000002,477,71
14345,108.97999999999999,50,6
14346,1021.5800000000002,605,60
14348,409.57,183,18
14349,133.50000000000006,86,31
14350,282.92999999999995,183,18
14351,51,12,1
14352,1078.96,538,47
14353,90.6,64,6
14354,163.62,210,9
14355,174.4,92,11
14356,701.23,277,33
14357,225.77000000000012,148,41
14359,912.1800000000002,371,55
14360,2128.23,1151,118
14362,161.20000000000002,100,41
14364,3717.349999999999,1967,69
14367,9261.520000000006,4438,524
14368,155.00000000000003,36,8
14371,100.5,34,4
14373,76.55,17,4
14375,257.67999999999995,194,75
14377,617.05,219,11
14379,348.1,292,46
14381,202.6800000000001,146,56
14382,626.07,1237,131
14383,1247.6899999999998,817,59
14385,202.11,159,14
14386,142.4,54,7
14387,1770.5600000000013,819,140
14388,3212.8400000000015,1941,186
14389,1043.46,729,45
14390,4652.8200000000015,2136,286
14393,67.94999999999999,13,5
14395,3507.710000000001,1693,350
14396,487.99,225,73
14397,2612.960000000001,1890,87
14400,574.7,454,25
14401,4051.4799999999987,4507,182
14403,1475.8100000000002,519,20
14404,1474.3200000000004,839,103
14406,156.75,77,8
14407,2157.7299999999996,1415,73
14408,2606.53,1616,107
14409,2059.45,1230,54
14410,1105.0699999999986,571,193
14411,1063,196,14
14412,770.0300000000002,786,43
14413,122.7,68,23
14414,1496.9800000000005,2512,97
14415,5900.279999999999,3011,590
14416,490.22,326,14
14418,1937.2500000000002,1711,124
14419,1058.0600000000002,487,206
14420,387.52,334,29
14421,813.11,365,27
14422,4263.64,2906,222
14423,265.2,120,3
14424,322.08,48,1
14426,4481.670000000001,2699,224
14427,363.34000000000003,228,17
14428,1244.8300000000004,436,144
14431,470.35999999999996,130,17
14432,2255.5099999999984,2070,382
14434,1372.8,368,12
14436,89.06,129,9
14437,63,60,5
14438,131.9,82,9
14439,2661.24,526,32
14440,2357.6800000000003,588,55
14441,1712.8900000000008,446,51
14442,1589.8200000000002,482,63
14443,1420.2000000000005,938,93
14446,1039.5800000000008,933,293
14447,1163.2300000000005,571,70
14448,375.35,104,20
14449,907.0999999999999,757,258
14450,483.25,241,40
14451,662.5900000000001,389,109
14452,264.44000000000005,119,62
14453,119.93000000000002,49,22
14456,3062.3999999999983,2908,970
14457,113.64,88,4
14459,1837.9199999999996,760,37
14460,434.34,881,16
14461,2103.059999999999,766,180
14462,2004.0200000000004,964,240
14463,529.62,179,6
14465,1058.6200000000008,405,130
14466,2272.4000000000015,1006,72
14467,598.7599999999999,278,90
14470,461.19000000000005,193,43
14472,1936.8400000000013,1160,281
14473,234.34,88,7
14474,547.6600000000001,140,29
14475,925.8499999999998,447,42
14476,215.7,132,19
14477,1309.6000000000001,720,10
14479,316.24999999999994,117,18
14480,279.05,143,13
14481,636.5100000000001,489,30
14482,2068.150000000001,1646,144
14483,137.10000000000002,97,9
14484,321.91999999999996,210,14
14485,165.75000000000003,71,47
14487,1196.3300000000002,735,144
14488,1064.2800000000002,799,46
14489,463.38000000000005,299,30
14491,340.93,139,17
14493,2383.2400000000002,1285,120
14494,139.56,92,7
14495,123.79999999999998,62,6
14496,538.8100000000001,159,19
14497,475.3699999999999,235,29
14498,1957.3200000000004,1098,193
14499,815.32,501,194
14500,356.85,117,7
14501,251.20999999999998,161,10
14502,2470.6699999999996,1498,624
14503,3543.2600000000016,2004,164
14504,673.2599999999995,308,107
14505,5905.639999999987,2759,799
14506,2012.1700000000012,730,316
14507,1383.1799999999994,600,96
14508,276.41999999999996,131,57
14511,1314.8099999999997,784,68
14512,275.28,122,23
14513,455.59000000000003,361,12
14514,1055.35,589,73
14515,2102.0899999999997,1134,101
14517,330.45,91,18
14518,174.37,278,16
14520,270.6,146,4
14522,974.54,525,17
14523,241.09000000000003,251,12
14524,1867.6800000000007,676,203
14525,4332.199999999996,2696,291
14527,8508.81999999996,2089,972
14528,364.22,278,18
14529,620.03999999999985,348,229
14530,2925.910000000001,1410,216
14532,932.8499999999997,284,64
14533,1949.7200000000007,4019,62
14534,4447.049999999999,2047,519
14535,2864.190000000005,1831,330
14536,171.8,40,19
14537,355.5600000000001,120,10
14538,388.2499999999999,155,19
14539,537.48,428,32
14540,996.26,421,76
14541,1461.6499999999999,647,111
14542,103.25000000000001,19,5
14543,3630.330000000001,679,72
14544,2024.4500000000005,1543,114
14546,2578.0900000000024,1317,399
14547,4007.539999999999,2668,366
14548,652.8,256,4
14549,289.2399999999999,136,56
14550,765.6200000000001,394,48
14551,186.23000000000002,106,10
14552,165.07000000000005,91,58
14553,859.27,493,113
14554,2381.040000000002,1478,216
14555,324.14000000000004,130,21
14557,788.3800000000001,510,16
14560,2237.7700000000013,1260,74
14561,1080.7600000000004,1014,69
14562,5074.769999999998,1834,423
14565,3099.1200000000017,1540,127
14566,1432,800,4
14567,1530.3600000000006,412,33
14569,227.39,79,12
14570,218.05999999999992,95,29
14572,2832.840000000001,1428,270
14573,1653.4200000000017,544,235
14576,35.400000000000006,12,1
14577,859.7100000000011,353,123
14578,168.63,240,24
14581,138.6,217,17
14582,114.11,73,6
14583,1052.5500000000004,792,330
14584,1042.2599999999995,383,100
14585,157.05,91,29
14586,237.35999999999996,444,19
14587,1601.1400000000008,761,383
14589,39.75,5,3
14591,1447.140000000001,1297,197
14592,570.4599999999998,415,164
14593,617.9900000000001,332,152
14594,379.82999999999987,185,53
14595,1740.6000000000001,978,102
14597,883.1500000000002,577,55
14598,221.97000000000003,189,50
14600,393.3299999999999,125,25
14601,213.96000000000004,168,7
14603,660,400,2
14606,12156.65000000007,6224,2700
14607,16569.5,11766,86
14608,1785.1499999999999,437,20
14609,601.5600000000001,7026,4
14616,406.08000000000004,104,3
14618,553.44,264,16
14619,394.43999999999994,152,20
14620,412.78,214,26
14621,1788.36,993,92
14622,320.58,146,21
14623,889.2499999999999,419,134
14624,225.84999999999997,162,13
14625,899.63,335,53
14626,2791.2699999999995,1403,122
14628,671.96,272,24
14629,959.0100000000001,380,152
14631,1006.9799999999998,622,41
14632,114.55999999999999,96,8
14633,344.9000000000001,96,20
14636,609.8500000000001,241,28
14638,443.6,166,16
14639,2984.4900000000025,1431,172
14640,2125.079999999999,886,106
14641,110.46,90,7
14642,96.12,76,2
14643,693.8100000000001,815,31
14644,830.76,258,26
14645,597.09,381,30
14646,280206.01999999984,196915,2076
14647,243.21999999999994,95,30
14649,1417.2899999999997,1018,199
14651,654.5999999999998,344,102
14652,114.18000000000002,53,29
14653,1947.5499999999997,950,237
14655,1932.23,1089,49
14656,291.04999999999984,120,80
14657,848.22,466,126
14658,247.14999999999998,47,29
14659,2529.930000000001,1195,253
14660,285.73999999999995,228,30
14661,107.95,35,4
14662,771.1700000000003,602,168
14664,637.89,466,99
14665,1835.7000000000003,740,90
14666,195.24999999999997,161,14
14667,9241.200000000004,5385,573
14669,1269.9900000000002,775,170
14670,411.5300000000001,337,132
14672,765.55,454,61
14673,1736.3999999999994,1004,74
14675,604.7499999999999,341,102
14676,2548.24,2500,42
14680,28754.11,13476,258
14681,498.95,76,7
14682,52,80,2
14684,1236.2800000000013,853,421
14687,628.3799999999999,470,15
14688,5630.869999999997,3621,327
14689,112.80000000000001,76,13
14690,371.7,170,50
14691,2114.3299999999995,707,71
14692,591.5500000000001,265,68
14693,172.9,34,8
14696,2078.95,1630,130
14697,188.60999999999996,181,22
14698,1250.7600000000014,615,210
14699,109.12999999999998,77,8
14700,2235.2999999999997,1342,115
14701,2549.369999999999,932,335
14702,3292.139999999998,1454,347
14703,318.1699999999999,183,22
14704,1546.9099999999999,1082,415
14705,179,100,1
14708,1126.37,621,28
14709,4921.040000000007,2484,196
14710,606.1300000000002,378,139
14711,2868.7999999999965,978,357
14712,917.07,315,25
14713,2666.36,1615,339
14714,160.19,229,10
14715,867.3800000000001,521,71
14716,329.6799999999999,604,55
14719,1602.1300000000008,1032,237
14720,663.8100000000003,219,37
14722,187.91999999999996,120,29
14723,1158.3,695,278
14725,718.08,593,52
14727,268.58,62,10
14729,313.48999999999995,197,71
14730,2005.0600000000063,1132,501
14731,380.0199999999999,256,45
14732,2702.49,1405,147
14733,9585.909999999998,3764,202
14735,6065.69,2264,194
14737,1164.55,345,17
14738,1314.4499999999998,601,54
14739,3902.28,3820,60
14740,1448.2099999999994,735,89
14741,1400.3400000000004,841,59
14744,1099.98,627,26
14745,1220.2600000000002,1038,69
14747,328.2,84,18
14748,1415.7499999999995,1223,89
14752,389.63999999999993,260,5
14753,563.15,211,30
14754,638.0500000000001,486,41
14755,5010.279999999999,2219,235
14756,738.9599999999998,416,38
14757,420.5,160,19
14758,1484.0599999999995,419,71
14759,1625.9699999999993,569,102
14760,89.2,40,5
14761,255.90000000000003,118,11
14762,300.52,341,21
14764,278.3,190,6
14765,254.10999999999996,135,39
14766,2473.37,1349,135
14768,192.60000000000002,52,5
14769,10674.750000000007,7436,1090
14770,876.4199999999997,490,52
14772,139.26,82,9
14775,1011.9,1174,60
14776,2538.299999999999,3134,117
14778,730.8599999999999,306,35
14779,386.1499999999999,84,41
14780,447.67999999999995,310,27
14782,200.10000000000002,114,6
14784,289.99,237,15
14785,77.4,84,3
14788,679.4399999999998,421,30
14789,197.64000000000001,116,6
14790,745.0600000000001,699,46
14792,6.2,2,2
14793,228.99,91,14
14794,1319.9099999999996,673,80
14795,131.45,17,6
14796,8022.489999999978,6025,1141
14798,173.74,150,12
14799,157.7,146,13
14800,4339.739999999999,3655,385
14801,193.1399999999999,175,59
14803,845.5500000000002,370,44
14804,353.2699999999999,121,12
14805,554.65,115,47
14806,193.39000000000004,330,11
14808,2741.169999999997,2147,235
14810,2087.879999999999,1016,255
14813,155.42999999999998,67,30
14815,778.5,744,53
14816,271.85,5,4
14817,1110.3399999999997,655,63
14818,657.8,324,48
14819,272.06999999999994,109,13
14820,507.2900000000001,253,29
14821,48.800000000000004,20,2
14823,321.4299999999999,88,70
14824,1127.7100000000003,525,29
14825,2226.9099999999985,991,121
14828,2139.76,2172,17
14829,697.55,452,42
14830,197.13,169,40
14834,1720.3000000000004,734,67
14836,102.44999999999999,45,6
14837,1649.5000000000011,1436,108
14840,62.85,31,4
14841,3295.7599999999993,1778,138
14842,2824.6899999999996,1166,145
14844,3189.8099999999995,1833,130
14847,309.4,120,13
14849,7930.539999999996,5694,388
14850,325.75,293,21
14851,511.34999999999985,325,28
14852,2836.6899999999982,1747,143
14853,475.79999999999995,82,9
14854,2759.8300000000004,1832,127
14855,645.6500000000001,267,20
14856,1311.3800000000006,714,66
14857,1173.1199999999997,464,60
14859,1353.739999999999,671,58
14860,170.32000000000002,232,11
14861,125.79000000000002,117,6
14862,841.2000000000002,772,48
14863,266.76,132,11
14865,52.2,108,4
14866,14389.900000000007,6752,99
14867,710.2800000000001,328,36
14868,2953.590000000002,1405,144
14869,725.7,550,71
14870,327.24999999999994,119,13
14871,522.3799999999997,185,98
14873,519.68,168,28
14875,1465.3200000000002,558,47
14878,1485.5400000000006,802,124
14880,706.1900000000002,373,47
14881,255.4,316,17
14882,589.7,158,11
14883,761.5900000000001,790,53
14885,765.3199999999999,724,15
14886,364.80000000000007,160,18
14887,1862,1100,6
14888,369.2,184,20
14889,135.9,90,10
14890,125.65,51,7
14891,554.38,505,33
14893,1237.8500000000004,799,73
14894,655.7499999999999,265,23
14895,11138.710000000006,4851,498
14896,468.77,279,43
14897,1366.38,468,55
14898,1303.5199999999995,1020,116
14901,1421.2900000000004,661,96
14902,332.66,218,20
14903,2810.63,1536,355
14904,1025.4399999999998,1985,69
14905,616.1500000000001,287,17
14907,3501.0999999999976,1691,165
14908,277.79999999999995,132,9
14910,434.3500000000001,238,30
14911,143825.05999999944,80265,5675
14912,867.8499999999998,971,27
14913,1227.4300000000005,1743,87
14915,307.48,112,12
14916,1268.9799999999998,1136,77
14918,1610.1499999999996,675,45
14920,977.77,509,57
14921,1316.0700000000004,953,78
14923,749.0999999999998,418,44
14924,310.05,64,10
14929,223.88,136,11
14930,2372.860000000001,1166,128
14931,1257.68,417,41
14932,363.53,80,17
14934,1890.9400000000005,1042,87
14935,1784.7099999999998,935,10
14936,8137.0199999999995,4085,364
14937,1621.88,484,34
14944,5900.250000000002,2815,170
14946,100.9,22,3
14947,290.82000000000005,179,14
14948,1101.9699999999996,673,63
14950,371.2,136,19
14951,311.69000000000005,311,20
14952,8099.489999999998,3355,138
14953,289.82,225,55
14954,336.16999999999985,127,85
14957,58.49000000000001,34,12
14958,499.6799999999999,129,42
14959,695.42,494,59
14960,221.26999999999992,221,27
14961,7044.680000000002,3708,312
14962,126.70000000000002,44,5
14963,1487.8000000000013,1176,198
14964,206.21,143,13
14965,598.9999999999999,365,83
14966,191.3199999999999,187,38
14967,463.8,140,6
14968,147.59,127,37
14970,1592.06,250,34
14971,1116.5699999999993,644,160
14972,114.77000000000002,28,18
14973,1314.45,369,32
14974,114.39,44,21
14975,279.94,380,11
14976,790.8599999999997,234,72
14978,1931.4200000000028,525,216
14981,102.11999999999998,97,8
14984,213.26999999999998,60,41
14985,296.7499999999999,260,87
14987,326.4,128,4
14988,334.54,141,40
14995,233.23000000000005,103,61
14997,546.2,1120,26
14998,429.8699999999999,270,75
15000,490.52,218,77
15002,1641.7599999999998,862,115
15004,1246.3199999999995,630,158
15005,6316.569999999991,4247,1119
15006,502.08999999999975,302,144
15007,156.91000000000003,69,12
15009,1261.7799999999997,642,182
15010,308.94000000000005,184,20
15012,423.0399999999996,231,128
15014,260.16999999999996,151,35
15016,170.04,76,20
15017,125.58000000000003,63,20
15018,496.21,189,31
15019,265.9999999999999,159,70
15021,1914.8200000000024,847,472
15022,905.0399999999995,543,135
15023,6802.759999999989,2871,562
15024,1661.3300000000006,920,155
15025,377.01,189,72
15026,469,285,61
15027,1066.1499999999996,565,35
15028,627.13,459,48
15030,518.28,372,7
15031,668.14,401,111
15032,4959.0999999999985,2968,52
15033,2586.670000000001,1695,510
15034,4308.609999999999,2422,394
15035,252.72999999999996,245,27
15036,465.55,327,127
15038,705.4899999999997,217,130
15039,19914.439999999966,9209,1502
15041,180.35000000000002,104,67
15042,135.93,30,5
15043,537,300,3
